condition,y_later,t_delay,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate
steer_long_term_plus16,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus16,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus32,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus32,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus32,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus64,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,500,week,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus64,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus64,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus64,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_long_term_plus8,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_long_term_plus8,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_long_term_plus8,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
