probe,gold,pathology,ctx_tokens,level,target_share,achieved_share,scale,pred,correct
89,A,Anaphylaxis,3178,natural,,0.04534921787146421,1.0,A,True
89,A,Anaphylaxis,3178,0.034,0.0335,0.03351007797575444,0.6257840096045911,A,True
89,A,Anaphylaxis,3178,0.024,0.024,0.024049777590161782,0.3944843613225097,A,True
89,A,Anaphylaxis,3178,0.017,0.0172,0.017220154706715146,0.25606993518351717,A,True
89,A,Anaphylaxis,3178,0.012,0.0123,0.012243856248154062,0.15335496684492847,A,True
89,A,Anaphylaxis,3178,0.009,0.0088,0.008775266628364642,0.08661441151814218,A,True
89,A,Anaphylaxis,3178,0.007,0.007,0.007029474771421302,0.06952870257335038,B,False
90,D,Anemia,3110,natural,,0.042206803541259184,1.0,D,True
90,D,Anemia,3110,0.034,0.0335,0.03351377865987697,0.6684243642997335,D,True
90,D,Anemia,3110,0.024,0.024,0.024020019108463155,0.427581923519937,D,True
90,D,Anemia,3110,0.017,0.0172,0.017261378189525087,0.2675739305347498,D,True
90,D,Anemia,3110,0.012,0.0123,0.012321524830819084,0.16500857899897703,D,True
90,D,Anemia,3110,0.009,0.0088,0.008829236556701195,0.10175816115137408,D,True
90,D,Anemia,3110,0.007,0.007,0.007103828123959224,0.05500173080846468,A,False
91,D,URTI,3047,natural,,0.03691134523318839,1.0,D,True
91,D,URTI,3047,0.034,0.0335,0.03352506075963159,0.820571765875089,D,True
91,D,URTI,3047,0.024,0.024,0.023957347493313012,0.5405141974474641,D,True
91,D,URTI,3047,0.017,0.0172,0.017158734185016875,0.33824514172688175,D,True
91,D,URTI,3047,0.012,0.0123,0.012271057421683131,0.20555713592330557,D,True
91,D,URTI,3047,0.009,0.0088,0.008768140929562598,0.1286343687209221,C,False
91,D,URTI,3047,0.007,0.007,0.006945348716674468,0.09457156424373914,C,False
92,B,Pneumonia,3287,natural,,0.053974296071701074,1.0,B,True
92,B,Pneumonia,3287,0.034,0.0335,0.03356162201015996,0.427581923519937,B,True
92,B,Pneumonia,3287,0.024,0.024,0.02392991071462288,0.2636829584431849,B,True
92,B,Pneumonia,3287,0.017,0.0172,0.017326944359177122,0.17242162389375282,A,False
92,B,Pneumonia,3287,0.012,0.0123,0.012293150224931517,0.10789869514276741,A,False
92,B,Pneumonia,3287,0.009,0.0088,0.008667017845633456,0.07481226495175938,B,True
92,B,Pneumonia,3287,0.007,0.007,0.006939270703776306,0.05832077661072152,B,True
93,A,Pulmonary neoplasm,2948,natural,,0.036376010904337334,1.0,A,True
93,A,Pulmonary neoplasm,2948,0.034,0.0335,0.03345527731757721,0.8357352861715399,A,True
93,A,Pulmonary neoplasm,2948,0.024,0.024,0.023901751530760917,0.5249085353233612,A,True
93,A,Pulmonary neoplasm,2948,0.017,0.0172,0.017071598023322188,0.30978554847668166,A,True
93,A,Pulmonary neoplasm,2948,0.012,0.0123,0.012385941312404392,0.19962231455216262,A,True
93,A,Pulmonary neoplasm,2948,0.009,0.0088,0.008897880046574675,0.12492045240700124,A,True
93,A,Pulmonary neoplasm,2948,0.007,0.007,0.006932667956439999,0.08168516990527609,C,False
94,E,Panic attack,3289,natural,,0.03578452617013766,1.0,E,True
94,E,Panic attack,3289,0.034,0.0335,0.03349836135517344,0.8574361239388911,E,True
94,E,Panic attack,3289,0.024,0.024,0.023926783316379617,0.556583819812148,E,True
94,E,Panic attack,3289,0.017,0.0172,0.017293628734105403,0.35865633790708634,E,True
94,E,Panic attack,3289,0.012,0.0123,0.012249782471638325,0.22117764816905203,E,True
94,E,Panic attack,3289,0.009,0.0088,0.008809044753396335,0.13441329461752805,E,True
94,E,Panic attack,3289,0.007,0.007,0.006954412833189707,0.10478345674943497,E,True
95,E,Viral pharyngitis,2996,natural,,0.036838993500702265,1.0,E,True
95,E,Viral pharyngitis,2996,0.034,0.0335,0.033492950594089646,0.820571765875089,E,True
95,E,Viral pharyngitis,2996,0.024,0.024,0.024055881046674287,0.5023407711988287,E,True
95,E,Viral pharyngitis,2996,0.017,0.0172,0.01716855969151183,0.27959474528122435,E,True
95,E,Viral pharyngitis,2996,0.012,0.0123,0.012228193032768925,0.14892732033918138,B,False
95,E,Viral pharyngitis,2996,0.009,0.0088,0.008708688603387981,0.10632966780636831,B,False
95,E,Viral pharyngitis,2996,0.007,0.007,0.006972525049199675,0.08289053682876897,B,False
96,C,Acute rhinosinusitis,3104,natural,,0.03538313037235441,1.0,C,True
96,C,Acute rhinosinusitis,3104,0.034,0.0335,0.033541219987573444,0.8764847815685415,C,True
96,C,Acute rhinosinusitis,3104,0.024,0.024,0.02403100728235913,0.5901705299683179,C,True
96,C,Acute rhinosinusitis,3104,0.017,0.0172,0.017125416203663094,0.391605626676799,C,True
96,C,Acute rhinosinusitis,3104,0.012,0.0123,0.012229480716592368,0.2675739305347498,C,True
96,C,Acute rhinosinusitis,3104,0.009,0.0088,0.008730909656218405,0.17116338364131642,A,False
96,C,Acute rhinosinusitis,3104,0.007,0.007,0.006766272833960683,0.13245870069633822,A,False
97,D,Bronchitis,3062,natural,,0.034717260333960234,1.0,A,False
97,D,Bronchitis,3062,0.034,0.0335,0.03355367787157315,0.8926815303814516,A,False
97,D,Bronchitis,3062,0.024,0.024,0.023958245367049776,0.5901705299683179,A,False
97,D,Bronchitis,3062,0.017,0.0172,0.017262839668435,0.3802992352356941,A,False
97,D,Bronchitis,3062,0.012,0.0123,0.012265859092635317,0.2486767142330105,A,False
97,D,Bronchitis,3062,0.009,0.0088,0.00884277991611799,0.1626090785152391,A,False
97,D,Bronchitis,3062,0.007,0.007,0.00706812088583711,0.1286343687209221,A,False
98,C,Pericarditis,2940,natural,,0.03313654475182753,1.0,E,False
98,C,Pericarditis,2940,0.024,0.024,0.024042893264961205,0.6166840643601017,E,False
98,C,Pericarditis,2940,0.017,0.0172,0.01724496509810326,0.4032481599651003,E,False
98,C,Pericarditis,2940,0.012,0.0123,0.01219777392068214,0.23798518027535226,A,False
98,C,Pericarditis,2940,0.009,0.0088,0.00888389667638536,0.15335496684492847,A,False
98,C,Pericarditis,2940,0.007,0.007,0.00703107247669787,0.11440977590183832,A,False
99,A,Panic attack,3159,natural,,0.035934895256831044,1.0,A,True
99,A,Panic attack,3159,0.034,0.0335,0.033598438198018644,0.8574361239388911,A,True
99,A,Panic attack,3159,0.024,0.024,0.023881429982016034,0.568948792933528,A,True
99,A,Panic attack,3159,0.017,0.0172,0.017059111121696568,0.3859110264545202,A,True
99,A,Panic attack,3159,0.012,0.0123,0.012351014920966632,0.252346250408634,A,True
99,A,Panic attack,3159,0.009,0.0088,0.008862304124304813,0.17242162389375282,A,True
99,A,Panic attack,3159,0.007,0.007,0.006884920044453649,0.12676381003940596,A,True
100,A,Epiglottitis,3165,natural,,0.03855221458556678,1.0,A,True
100,A,Epiglottitis,3165,0.034,0.0335,0.03348207289369846,0.791065110850296,A,True
100,A,Epiglottitis,3165,0.024,0.024,0.02407203101730441,0.5210780352209016,A,True
100,A,Epiglottitis,3165,0.017,0.0172,0.017119192317174185,0.32847936791032617,A,True
100,A,Epiglottitis,3165,0.012,0.0123,0.012346169423338316,0.20555713592330557,A,True
100,A,Epiglottitis,3165,0.009,0.0088,0.008807631930461583,0.1286343687209221,A,True
100,A,Epiglottitis,3165,0.007,0.007,0.007098792323668093,0.09050558205614526,B,False
101,B,Atrial fibrillation,3105,natural,,0.037967812118253896,1.0,B,True
101,B,Atrial fibrillation,3105,0.034,0.0335,0.033417410315036464,0.7682255723212538,B,True
101,B,Atrial fibrillation,3105,0.024,0.024,0.023922337507497202,0.4950358969261986,B,True
101,B,Atrial fibrillation,3105,0.017,0.0172,0.01720957831535125,0.30528074892059653,B,True
101,B,Atrial fibrillation,3105,0.012,0.0123,0.012326062106226221,0.17242162389375282,B,True
101,B,Atrial fibrillation,3105,0.009,0.0088,0.008835691993758206,0.08535489323371559,B,True
101,B,Atrial fibrillation,3105,0.007,0.007,0.006864778756509113,0.0675212780775444,A,False
102,B,Unstable angina,3047,natural,,0.03561887922248983,1.0,D,False
102,B,Unstable angina,3047,0.034,0.0335,0.03341125628896645,0.8653222307571382,D,False
102,B,Unstable angina,3047,0.024,0.024,0.023995599687753777,0.5815884642312653,D,False
102,B,Unstable angina,3047,0.017,0.0172,0.01723975375330828,0.3859110264545202,D,False
102,B,Unstable angina,3047,0.012,0.0123,0.0123779950183529,0.252346250408634,D,False
102,B,Unstable angina,3047,0.009,0.0088,0.008803144728574446,0.15791424838939916,D,False
102,B,Unstable angina,3047,0.007,0.007,0.0069055743098465835,0.12492045240700124,D,False
103,C,URTI,2916,natural,,0.03897865335956483,1.0,C,True
103,C,URTI,2916,0.034,0.0335,0.03329999790665232,0.7446806541204531,C,True
103,C,URTI,2916,0.024,0.024,0.024046626912543462,0.4950358969261986,C,True
103,C,URTI,2916,0.017,0.0172,0.017159693470986278,0.31435682198866555,C,True
103,C,URTI,2916,0.012,0.0123,0.01222653046387494,0.19385884264329528,C,True
103,C,URTI,2916,0.009,0.0088,0.008805577076324778,0.13053252983707558,C,True
103,C,URTI,2916,0.007,0.007,0.006920809099594388,0.09596708604499847,C,True
104,C,Pulmonary embolism,3252,natural,,0.04156043552975998,1.0,C,True
104,C,Pulmonary embolism,3252,0.034,0.0335,0.03346081884343691,0.7087600237025425,C,True
104,C,Pulmonary embolism,3252,0.024,0.024,0.023987945823533398,0.4533840931520487,C,True
104,C,Pulmonary embolism,3252,0.017,0.0172,0.017122548137086944,0.2755289704553164,C,True
104,C,Pulmonary embolism,3252,0.012,0.0123,0.012308013433027246,0.16024447077832912,C,True
104,C,Pulmonary embolism,3252,0.009,0.0088,0.008934068943120833,0.11440977590183832,C,True
104,C,Pulmonary embolism,3252,0.007,0.007,0.007074330432102392,0.08789251557133614,C,True
105,C,Chronic rhinosinusitis,2968,natural,,0.03706714320431631,1.0,A,False
105,C,Chronic rhinosinusitis,2968,0.034,0.0335,0.03355542911768303,0.8266038762708526,A,False
105,C,Chronic rhinosinusitis,2968,0.024,0.024,0.023836685448781675,0.5365698156182984,A,False
105,C,Chronic rhinosinusitis,2968,0.017,0.0172,0.017117446117388625,0.34830125444308524,A,False
105,C,Chronic rhinosinusitis,2968,0.012,0.0123,0.012269761703591675,0.22444140120559558,A,False
105,C,Chronic rhinosinusitis,2968,0.009,0.0088,0.00886991976925528,0.13441329461752805,A,False
105,C,Chronic rhinosinusitis,2968,0.007,0.007,0.006947641901570224,0.10789869514276741,A,False
106,E,Anaphylaxis,3299,natural,,0.037682074745317644,1.0,A,False
106,E,Anaphylaxis,3299,0.034,0.0335,0.03356525538086881,0.8027382667004205,A,False
106,E,Anaphylaxis,3299,0.024,0.024,0.02405891835365296,0.504183770619497,A,False
106,E,Anaphylaxis,3299,0.017,0.0172,0.017266534411525803,0.31899555036296995,A,False
106,E,Anaphylaxis,3299,0.012,0.0123,0.012223684626446407,0.18282630132100924,A,False
106,E,Anaphylaxis,3299,0.009,0.0088,0.008762805501748357,0.13245870069633822,A,False
106,E,Anaphylaxis,3299,0.007,0.007,0.006923630721469979,0.09596708604499847,A,False
107,A,Myocarditis,3051,natural,,0.03963743175746124,1.0,D,False
107,A,Myocarditis,3051,0.034,0.0335,0.03359356557230348,0.7192186649743397,D,False
107,A,Myocarditis,3051,0.024,0.024,0.023988148759986783,0.44679113078950283,B,False
107,A,Myocarditis,3051,0.017,0.0172,0.0172931109009252,0.2775544132454971,B,False
107,A,Myocarditis,3051,0.012,0.0123,0.012283979269693416,0.1626090785152391,B,False
107,A,Myocarditis,3051,0.009,0.0088,0.008812405105367781,0.11440977590183832,B,False
107,A,Myocarditis,3051,0.007,0.007,0.0069511522940234214,0.08535489323371559,B,False
108,B,Anemia,2974,natural,,0.04670973426887115,1.0,B,True
108,B,Anemia,2974,0.034,0.0335,0.03358401120243029,0.5815884642312653,B,True
108,B,Anemia,2974,0.024,0.024,0.023900415879989093,0.35603905690163534,B,True
108,B,Anemia,2974,0.017,0.0172,0.01717868021453811,0.22280354860374255,B,True
108,B,Anemia,2974,0.012,0.0123,0.012329743875288273,0.13441329461752805,B,True
108,B,Anemia,2974,0.009,0.0088,0.008709962126898068,0.08049733103113403,B,True
108,B,Anemia,2974,0.007,0.007,0.006930853458923769,0.05341372732716633,B,True
109,D,Bronchospasm / acute asthma exacerbation,2974,natural,,0.0320842644263437,1.0,D,True
109,D,Bronchospasm / acute asthma exacerbation,2974,0.024,0.024,0.023981734856874357,0.6443887248251953,D,True
109,D,Bronchospasm / acute asthma exacerbation,2974,0.017,0.0172,0.017178717867029965,0.427581923519937,D,True
109,D,Bronchospasm / acute asthma exacerbation,2974,0.012,0.0123,0.01233288825888711,0.2755289704553164,D,True
109,D,Bronchospasm / acute asthma exacerbation,2974,0.009,0.0088,0.008886483492193684,0.17242162389375282,D,True
109,D,Bronchospasm / acute asthma exacerbation,2974,0.007,0.007,0.007225583087729676,0.1363967310184996,D,True
110,D,SLE,2984,natural,,0.051743593565262806,1.0,E,False
110,D,SLE,2984,0.034,0.0335,0.033501676142672666,0.5023407711988287,A,False
110,D,SLE,2984,0.024,0.024,0.024159169847092172,0.34323637215882596,A,False
110,D,SLE,2984,0.017,0.0172,0.017166047778085888,0.22280354860374255,A,False
110,D,SLE,2984,0.012,0.0123,0.012277385517659573,0.14045183996771032,A,False
110,D,SLE,2984,0.009,0.0088,0.00868933995107363,0.09596708604499847,A,False
110,D,SLE,2984,0.007,0.007,0.006904588298210212,0.07265229406646272,A,False
111,B,Influenza,3074,natural,,0.04314896100892625,1.0,A,False
111,B,Influenza,3074,0.034,0.0335,0.033420801388937806,0.6257840096045911,A,False
111,B,Influenza,3074,0.024,0.024,0.02396625787526743,0.3973842578530246,A,False
111,B,Influenza,3074,0.017,0.0172,0.01724769460899239,0.23973463466761458,A,False
111,B,Influenza,3074,0.012,0.0123,0.012218662393496112,0.1363967310184996,A,False
111,B,Influenza,3074,0.009,0.0088,0.008750231545060903,0.08535489323371559,A,False
111,B,Influenza,3074,0.007,0.007,0.006959045806169114,0.0675212780775444,A,False
112,B,Guillain-Barré syndrome,3014,natural,,0.03448078024083754,1.0,B,True
112,B,Guillain-Barré syndrome,3014,0.034,0.0335,0.0334237379121808,0.9025428934825543,B,True
112,B,Guillain-Barré syndrome,3014,0.024,0.024,0.02383191997256934,0.5405141974474641,B,True
112,B,Guillain-Barré syndrome,3014,0.017,0.0172,0.01712082194263758,0.3333264921262407,B,True
112,B,Guillain-Barré syndrome,3014,0.012,0.0123,0.012406710913429249,0.20555713592330557,A,False
112,B,Guillain-Barré syndrome,3014,0.009,0.0088,0.008705407773082159,0.13245870069633822,A,False
112,B,Guillain-Barré syndrome,3014,0.007,0.007,0.0069102609804169,0.09184110520102522,A,False
113,B,Acute pulmonary edema,3089,natural,,0.03725318232781181,1.0,A,False
113,B,Acute pulmonary edema,3089,0.034,0.0335,0.033534837671505516,0.8266038762708526,A,False
113,B,Acute pulmonary edema,3089,0.024,0.024,0.024084216630664266,0.5287671938398073,A,False
113,B,Acute pulmonary edema,3089,0.017,0.0172,0.01703107410635114,0.3333264921262407,A,False
113,B,Acute pulmonary edema,3089,0.012,0.0123,0.012212225934780354,0.20555713592330557,A,False
113,B,Acute pulmonary edema,3089,0.009,0.0088,0.008843932112478883,0.13245870069633822,A,False
113,B,Acute pulmonary edema,3089,0.007,0.007,0.006926217544093022,0.10175816115137408,A,False
114,D,Guillain-Barré syndrome,3022,natural,,0.03362047410853179,1.0,D,True
114,D,Guillain-Barré syndrome,3022,0.034,0.0335,0.03345030801924583,0.9158610435469906,D,True
114,D,Guillain-Barré syndrome,3022,0.024,0.024,0.02395649022061528,0.568948792933528,D,True
114,D,Guillain-Barré syndrome,3022,0.017,0.0172,0.017256221250012495,0.33824514172688175,D,True
114,D,Guillain-Barré syndrome,3022,0.012,0.0123,0.012353066664348397,0.14892732033918138,A,False
114,D,Guillain-Barré syndrome,3022,0.009,0.0088,0.008726617891190466,0.09596708604499847,A,False
114,D,Guillain-Barré syndrome,3022,0.007,0.007,0.0069815208123348346,0.07372436960092195,A,False
115,D,Viral pharyngitis,3037,natural,,0.0404851742717728,1.0,B,False
115,D,Viral pharyngitis,3037,0.034,0.0335,0.03340048386118296,0.67580838103767,B,False
115,D,Viral pharyngitis,3037,0.024,0.024,0.024088930418580064,0.3973842578530246,B,False
115,D,Viral pharyngitis,3037,0.017,0.0172,0.017308600510255612,0.23798518027535226,B,False
115,D,Viral pharyngitis,3037,0.012,0.0123,0.012254027173949387,0.14045183996771032,B,False
115,D,Viral pharyngitis,3037,0.009,0.0088,0.008841059437710025,0.0759162135601666,B,False
115,D,Viral pharyngitis,3037,0.007,0.007,0.007091076848431953,0.05500173080846468,B,False
116,A,Unstable angina,3140,natural,,0.03623398492288369,1.0,C,False
116,A,Unstable angina,3140,0.034,0.0335,0.03347492686078974,0.8511790163866635,C,False
116,A,Unstable angina,3140,0.024,0.024,0.023938494309585324,0.568948792933528,C,False
116,A,Unstable angina,3140,0.017,0.0172,0.017123677110672496,0.3720341859374524,C,False
116,A,Unstable angina,3140,0.012,0.0123,0.012325025918932878,0.23973463466761458,C,False
116,A,Unstable angina,3140,0.009,0.0088,0.008771422077050688,0.14892732033918138,C,False
116,A,Unstable angina,3140,0.007,0.007,0.006999117230044811,0.11954965899341273,C,False
117,C,URTI,3076,natural,,0.038055211825916965,1.0,C,True
117,C,URTI,3076,0.034,0.0335,0.03347141344065004,0.7795617021931905,C,True
117,C,URTI,3076,0.024,0.024,0.024016223097023885,0.513500689817633,C,True
117,C,URTI,3076,0.017,0.0172,0.0172076113030421,0.32370272898051844,C,True
117,C,URTI,3076,0.012,0.0123,0.01226224054628011,0.18282630132100924,C,True
117,C,URTI,3076,0.009,0.0088,0.008708492926756056,0.10789869514276741,C,True
117,C,URTI,3076,0.007,0.007,0.0069882983904894,0.07372436960092195,C,True
118,B,Epiglottitis,3010,natural,,0.03653687141362089,1.0,B,True
118,B,Epiglottitis,3010,0.034,0.0335,0.03341439140007007,0.8388014510869826,B,True
118,B,Epiglottitis,3010,0.024,0.024,0.023993451947737467,0.5627323453014353,B,True
118,B,Epiglottitis,3010,0.017,0.0172,0.0171230383619841,0.3639487610864175,B,True
118,B,Epiglottitis,3010,0.012,0.0123,0.012235222933368695,0.23798518027535226,B,True
118,B,Epiglottitis,3010,0.009,0.0088,0.008760178981705674,0.14892732033918138,B,True
118,B,Epiglottitis,3010,0.007,0.007,0.006992720899299309,0.11781120717275206,B,True
119,D,Boerhaave,3024,natural,,0.03653466927548824,1.0,E,False
119,D,Boerhaave,3024,0.034,0.0335,0.03352503646176698,0.8145836745758614,E,False
119,D,Boerhaave,3024,0.024,0.024,0.024088763680726013,0.48074327892797597,E,False
119,D,Boerhaave,3024,0.017,0.0172,0.01731311449994718,0.2837205157036305,E,False
119,D,Boerhaave,3024,0.012,0.0123,0.012154451789749934,0.17242162389375282,E,False
119,D,Boerhaave,3024,0.009,0.0088,0.008667378649496503,0.13245870069633822,E,False
119,D,Boerhaave,3024,0.007,0.007,0.006943618971168196,0.09596708604499847,E,False
120,D,GERD,2961,natural,,0.03852548182277445,1.0,D,True
120,D,GERD,2961,0.034,0.0335,0.033416057711046006,0.7626194753815728,D,True
120,D,GERD,2961,0.024,0.024,0.023880272755607907,0.5023407711988287,D,True
120,D,GERD,2961,0.017,0.0172,0.017265578034031902,0.31899555036296995,D,True
120,D,GERD,2961,0.012,0.0123,0.012208912121788066,0.20555713592330557,D,True
120,D,GERD,2961,0.009,0.0088,0.009089099228659093,0.13441329461752805,D,True
120,D,GERD,2961,0.007,0.007,0.006966553984510661,0.10175816115137408,D,True
121,E,URTI,2970,natural,,0.034831587981490574,1.0,E,True
121,E,URTI,2970,0.034,0.0335,0.033589367875707744,0.8829279144942641,E,True
121,E,URTI,2970,0.024,0.024,0.02404233587957589,0.568948792933528,E,True
121,E,URTI,2970,0.017,0.0172,0.01723650933709246,0.35865633790708634,E,True
121,E,URTI,2970,0.012,0.0123,0.012348640151661188,0.21796135555570278,B,False
121,E,URTI,2970,0.009,0.0088,0.009067315882361147,0.13441329461752805,E,True
121,E,URTI,2970,0.007,0.007,0.006990628462068827,0.10175816115137408,E,True
122,B,Anaphylaxis,3195,natural,,0.04720908096036376,1.0,B,True
122,B,Anaphylaxis,3195,0.034,0.0335,0.033594428892849595,0.5647969107236422,B,True
122,B,Anaphylaxis,3195,0.024,0.024,0.024060988949541843,0.32847936791032617,B,True
122,B,Anaphylaxis,3195,0.017,0.0172,0.01722391299880625,0.19962231455216262,B,True
122,B,Anaphylaxis,3195,0.012,0.0123,0.0122831323563243,0.12310390027499832,B,True
122,B,Anaphylaxis,3195,0.009,0.0088,0.00875565594385312,0.07159580830181511,B,True
122,B,Anaphylaxis,3195,0.007,0.007,0.007184456447788181,0.05832077661072152,B,True
123,C,Pulmonary embolism,3112,natural,,0.03892465681804722,1.0,A,False
123,C,Pulmonary embolism,3112,0.034,0.0335,0.033378927127108805,0.7460454542533906,A,False
123,C,Pulmonary embolism,3112,0.024,0.024,0.024012345801948477,0.4986749584980285,A,False
123,C,Pulmonary embolism,3112,0.017,0.0172,0.017172535294100177,0.30528074892059653,A,False
123,C,Pulmonary embolism,3112,0.012,0.0123,0.012371602563961004,0.19385884264329528,A,False
123,C,Pulmonary embolism,3112,0.009,0.0088,0.008740240369022,0.13245870069633822,A,False
123,C,Pulmonary embolism,3112,0.007,0.007,0.007073090363325681,0.09596708604499847,A,False
124,C,PSVT,3000,natural,,0.04048863167898239,1.0,C,True
124,C,PSVT,3000,0.034,0.0335,0.033470031915449214,0.7087600237025425,C,True
124,C,PSVT,3000,0.024,0.024,0.02414916200601688,0.42915064595402264,C,True
124,C,PSVT,3000,0.017,0.0172,0.017162967187184963,0.23111410023442172,C,True
124,C,PSVT,3000,0.012,0.0123,0.012303286539170982,0.09738320051714533,B,False
124,C,PSVT,3000,0.009,0.0088,0.008977928278780462,0.05581335018966035,B,False
124,C,PSVT,3000,0.007,0.007,0.007052968047297377,0.04750715251567949,B,False
125,D,Viral pharyngitis,2981,natural,,0.03946987975267508,1.0,A,False
125,D,Viral pharyngitis,2981,0.034,0.0335,0.03356360425803775,0.7325092597491846,A,False
125,D,Viral pharyngitis,2981,0.024,0.024,0.02392327925378971,0.440294041117178,A,False
125,D,Viral pharyngitis,2981,0.017,0.0172,0.017264120406185086,0.25984856758801733,A,False
125,D,Viral pharyngitis,2981,0.012,0.0123,0.012231582846141937,0.1363967310184996,A,False
125,D,Viral pharyngitis,2981,0.009,0.0088,0.008781450362438567,0.07481226495175938,A,False
125,D,Viral pharyngitis,2981,0.007,0.007,0.006942503593793743,0.056636946030691915,A,False
126,A,URTI,2965,natural,,0.03813721540418069,1.0,A,True
126,A,URTI,2965,0.034,0.0335,0.03340482584563786,0.7682255723212538,A,True
126,A,URTI,2965,0.024,0.024,0.023904941293916813,0.48074327892797597,A,True
126,A,URTI,2965,0.017,0.0172,0.017323859521280297,0.2986460775727325,A,True
126,A,URTI,2965,0.012,0.0123,0.012353699337472717,0.17885293442087116,A,True
126,A,URTI,2965,0.009,0.0088,0.00874548210195641,0.11440977590183832,A,True
126,A,URTI,2965,0.007,0.007,0.007075132574780328,0.08049733103113403,A,True
127,E,Stable angina,3035,natural,,0.0364762479757609,1.0,C,False
127,E,Stable angina,3035,0.034,0.0335,0.03358444933970918,0.8296365396588028,C,False
127,E,Stable angina,3035,0.024,0.024,0.02407987541756109,0.5210780352209016,C,False
127,E,Stable angina,3035,0.017,0.0172,0.01705177366558796,0.30084145667800716,C,False
127,E,Stable angina,3035,0.012,0.0123,0.012361356195683007,0.18282630132100924,C,False
127,E,Stable angina,3035,0.009,0.0088,0.00873471424727694,0.12310390027499832,C,False
127,E,Stable angina,3035,0.007,0.007,0.007045561456903911,0.0931963356615203,C,False
128,B,Acute pulmonary edema,3122,natural,,0.041559755676127345,1.0,D,False
128,B,Acute pulmonary edema,3122,0.034,0.0335,0.033455540759247324,0.7245057179369678,D,False
128,B,Acute pulmonary edema,3122,0.024,0.024,0.02398586347847004,0.509753438034524,D,False
128,B,Acute pulmonary edema,3122,0.017,0.0172,0.017309486432480058,0.34830125444308524,D,False
128,B,Acute pulmonary edema,3122,0.012,0.0123,0.01222400007534819,0.22117764816905203,D,False
128,B,Acute pulmonary edema,3122,0.009,0.0088,0.008786494965372165,0.14045183996771032,D,False
128,B,Acute pulmonary edema,3122,0.007,0.007,0.006961781491995074,0.11781120717275206,D,False
129,D,Anaphylaxis,3240,natural,,0.044412502136428944,1.0,D,True
129,D,Anaphylaxis,3240,0.034,0.0335,0.03341305445824521,0.6443887248251953,D,True
129,D,Anaphylaxis,3240,0.024,0.024,0.024041559419778397,0.43389142998594615,D,True
129,D,Anaphylaxis,3240,0.017,0.0172,0.017201864345037066,0.27959474528122435,D,True
129,D,Anaphylaxis,3240,0.012,0.0123,0.012201623055583699,0.1626090785152391,D,True
129,D,Anaphylaxis,3240,0.009,0.0088,0.008851076122493197,0.10789869514276741,A,False
129,D,Anaphylaxis,3240,0.007,0.007,0.007038525309187508,0.08289053682876897,A,False
130,A,SLE,3135,natural,,0.04914558549965836,1.0,A,True
130,A,SLE,3135,0.034,0.0335,0.03360060907531679,0.5773443445000919,A,True
130,A,SLE,3135,0.024,0.024,0.023921201222412203,0.35865633790708634,A,True
130,A,SLE,3135,0.017,0.0172,0.01704051404787743,0.21166840101912124,A,True
130,A,SLE,3135,0.012,0.0123,0.01217952046709186,0.13441329461752805,A,True
130,A,SLE,3135,0.009,0.0088,0.008812190718847255,0.09596708604499847,A,True
130,A,SLE,3135,0.007,0.007,0.007032215829540208,0.07372436960092195,A,True
131,A,SLE,3103,natural,,0.04353350227848959,1.0,A,True
131,A,SLE,3103,0.034,0.0335,0.03343328580798077,0.6538974870114864,A,True
131,A,SLE,3103,0.024,0.024,0.023989069320118468,0.427581923519937,A,True
131,A,SLE,3103,0.017,0.0172,0.017107282619050583,0.2675739305347498,B,False
131,A,SLE,3103,0.012,0.0123,0.012317021894536997,0.16744348711569607,B,False
131,A,SLE,3103,0.009,0.0088,0.008798382002328265,0.1213137638466268,B,False
131,A,SLE,3103,0.007,0.007,0.006902899800919904,0.09050558205614526,B,False
132,E,Influenza,3245,natural,,0.041146432159482785,1.0,A,False
132,E,Influenza,3245,0.034,0.0335,0.033484224534219044,0.7298316365886987,A,False
132,E,Influenza,3245,0.024,0.024,0.02397312613347417,0.48074327892797597,A,False
132,E,Influenza,3245,0.017,0.0172,0.016939833590030987,0.3075249002011693,A,False
132,E,Influenza,3245,0.012,0.0123,0.01220144075600226,0.19103981111462334,A,False
132,E,Influenza,3245,0.009,0.0088,0.008788805286725333,0.12492045240700124,A,False
132,E,Influenza,3245,0.007,0.007,0.007014712363268953,0.08535489323371559,A,False
133,E,Myocarditis,3168,natural,,0.03790953608902149,1.0,B,False
133,E,Myocarditis,3168,0.034,0.0335,0.0335026591720218,0.7460454542533906,B,False
133,E,Myocarditis,3168,0.024,0.024,0.02403987293537243,0.44353068948002217,B,False
133,E,Myocarditis,3168,0.017,0.0172,0.0171921336141107,0.25984856758801733,B,False
133,E,Myocarditis,3168,0.012,0.0123,0.01231500098014717,0.14569068052922882,B,False
133,E,Myocarditis,3168,0.009,0.0088,0.008892890418214184,0.10175816115137408,B,False
133,E,Myocarditis,3168,0.007,0.007,0.00700357007142493,0.07159580830181511,B,False
134,A,Myocarditis,2877,natural,,0.04093716918379934,1.0,C,False
134,A,Myocarditis,2877,0.034,0.0335,0.03341933866694072,0.683273968265999,C,False
134,A,Myocarditis,2877,0.024,0.024,0.024116035360476528,0.43072512375319705,C,False
134,A,Myocarditis,2877,0.017,0.0172,0.017269605901549204,0.25984856758801733,C,False
