dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,steering_success,steering_success_no_fallback,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate
implicit_full,wmm,steer_immediate,12,2.0,-2.0,0.28969040513038635,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,12,4.0,4.0,0.28969040513038635,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,12,4.0,-4.0,0.28969040513038635,1.0,0.65,0.35,,,0.04999999999999993,-0.04999999999999999,,,0.3,,20,16,0.7,0.3,0.8125,0.1875,0.2,0.8
implicit_full,wmm,steer_long_term,12,8.0,8.0,0.28969040513038635,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_immediate,12,8.0,-8.0,0.28969040513038635,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.4,,20,17,0.6,0.4,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_long_term,24,0.0,0.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,24,0.0,-0.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,24,1.0,1.0,0.17589330673217773,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,24,1.0,-1.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,24,2.0,2.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,16,0.65,0.35,0.75,0.25,0.2,0.8
implicit_full,wmm,steer_immediate,24,2.0,-2.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_long_term,24,4.0,4.0,0.17589330673217773,1.0,0.65,0.35,,,0.04999999999999993,-0.04999999999999999,,,0.7,,20,17,0.7,0.3,0.7647058823529411,0.23529411764705882,0.15,0.85
implicit_full,wmm,steer_immediate,24,4.0,-4.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_long_term,24,8.0,8.0,0.17589330673217773,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_immediate,24,8.0,-8.0,0.17589330673217773,1.0,0.65,0.35,,,-0.09999999999999998,0.10000000000000003,,,0.45,,20,17,0.55,0.45,0.5882352941176471,0.4117647058823529,0.15,0.85
implicit_full,wmm,steer_long_term,36,0.0,0.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,36,0.0,-0.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,36,1.0,1.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,36,1.0,-1.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,36,2.0,2.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,36,2.0,-2.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,36,4.0,4.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,36,4.0,-4.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.4,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_long_term,36,8.0,8.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.65,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_immediate,36,8.0,-8.0,0.08697555959224701,0.9999999403953552,0.65,0.35,,,0.0,0.0,,,0.35,,20,17,0.65,0.35,0.7058823529411765,0.29411764705882354,0.15,0.85
implicit_full,wmm,steer_long_term,47,0.0,0.0,0.2153046429157257,1.0,0.65,0.35,,,0.0,0.0,,,0.65,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_immediate,47,0.0,-0.0,0.2153046429157257,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,47,1.0,1.0,0.2153046429157257,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,47,1.0,-1.0,0.2153046429157257,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,47,2.0,2.0,0.2153046429157257,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,47,2.0,-2.0,0.2153046429157257,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,47,4.0,4.0,0.2153046429157257,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,47,4.0,-4.0,0.2153046429157257,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
implicit_full,wmm,steer_long_term,47,8.0,8.0,0.2153046429157257,1.0,0.65,0.35,,,-0.050000000000000044,0.050000000000000044,,,0.6,,20,18,0.6,0.4,0.6666666666666666,0.3333333333333333,0.1,0.9
implicit_full,wmm,steer_immediate,47,8.0,-8.0,0.2153046429157257,1.0,0.65,0.35,,,0.0,0.0,,,0.35,,20,18,0.65,0.35,0.7222222222222222,0.2777777777777778,0.1,0.9
